featurecla,scalerank,min_zoom,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle,long,lat
Land,"0",0.0,"173","0","0","173",180.05097676739044,234.61258797576801,-80.301,32.509
Land,"0",0.0,"174","0","0","174",180.78875144758359,224.15536481316991,-80.865,32.033
Land,"0",0.0,"175","0","0","175",181.54610810409295,205.36277121491275,-81.336,31.440
Land,"0",0.0,"176","0","0","176",182.27302104616280,178.98365920677554,-81.490,30.730
Land,"0",0.0,"177","0","0","177",182.98972407814463,162.20682970563146,-81.314,30.036
Land,"0",0.0,"178","0","0","178",183.90793151802671,153.28561463367339,-80.980,29.180
Land,"0",0.0,"179","0","0","179",184.74385240654857,163.57402267888102,-80.536,28.472
Land,"0",0.0,"180","0","0","180",185.17589494545612,168.52885506237638,-80.530,28.040
Land,"0",0.0,"181","0","0","181",186.42879163672819,170.23394782479519,-80.057,26.880
Land,"0",0.0,"182","0","0","182",187.10396505116455,184.52564620286088,-80.088,26.206
Land,"0",0.0,"183","0","0","183",187.49518013967315,194.30221117870212,-80.131,25.817
Land,"0",0.0,"184","0","0","184",188.15478851626364,224.67039987673459,-80.381,25.206
Land,"0",0.0,"185","0","0","185",188.47934880626192,265.47559180875709,-80.680,25.080
Land,"0",0.0,"186","0","0","186",188.98618382132472,312.02278238107760,-81.172,25.201
Land,"0",0.0,"187","0","0","187",189.45251114865661,320.69884502034711,-81.330,25.640
Land,"0",0.0,"188","0","0","188",189.89672146425144,314.77283294080223,-81.710,25.870
Land,"0",0.0,"189","0","0","189",190.90689034287081,328.52953953967420,-82.240,26.730
Land,"0",0.0,"190","0","0","190",191.80218591324407,333.84814418806008,-82.705,27.495
Land,"0",0.0,"191","0","0","191",192.22120816174601,358.08796635088009,-82.855,27.886
Land,"0",0.0,"192","0","0","192",192.91603690825619,355.10208341941353,-82.650,28.550
Land,"0",0.0,"193","0","0","193",193.53318259606789,325.02098737128034,-82.930,29.100
Land,"0",0.0,"194","0","0","194",194.67672699263457,304.23502363695854,-83.710,29.937
Land,"0",0.0,"195","0","0","195",195.09615881447831,268.61550044525302,-84.100,30.090
Land,"0",0.0,"196","0","0","196",196.20237293486375,265.66668746306175,-85.109,29.636
Land,"0",0.0,"197","0","0","197",196.38812929917921,299.71595265551440,-85.288,29.686
Land,"0",0.0,"198","0","0","198",197.06131283284944,302.70513356889091,-85.773,30.153
Land,"0",0.0,"199","0","0","199",197.73536133944137,277.59456964542210,-86.400,30.400
Land,"0",0.0,"200","0","0","200",198.87256880310011,270.37500081591179,-87.530,30.274
Land,"0",0.0,"201","0","0","201",199.76692268124387,270.96902670191946,-88.418,30.385
Land,"0",0.0,"202","0","0","202",200.53271360502848,258.30971613038429,-89.180,30.316
Land,"0",0.0,"203","0","0","203",200.97957355539424,198.81799135094093,-89.605,30.176
Land,"0",0.0,"204","0","0","204",201.32032977714013,164.08199620532875,-89.414,29.894
Land,"0",0.0,"205","0","0","205",201.72623565757459,157.61894396677212,-89.430,29.489
Land,"0",0.0,"206","0","0","206",202.01636166159091,184.18347926095353,-89.218,29.291
Land,"0",0.0,"207","0","0","207",202.24784696057480,263.54659109058895,-89.408,29.160
Land,"0",0.0,"208","0","0","208",202.64714296919499,267.42818359967663,-89.779,29.307
Land,"0",0.0,"209","0","0","209",203.06763776687345,257.82725623357197,-90.155,29.117
Land,"0",0.0,"210","0","0","210",203.79389371640207,288.87748986213427,-90.880,29.149
Land,"0",0.0,"211","0","0","211",204.70852202864771,283.57560726181305,-91.627,29.677
Land,"0",0.0,"212","0","0","212",205.58978149651989,274.75939451046241,-92.499,29.552
Land,"0",0.0,"213","0","0","213",206.35305166898033,275.61147527002532,-93.226,29.784
Land,"0",0.0,"214","0","0","214",206.97900872623063,259.02512339004949,-93.848,29.714
Land,"0",0.0,"215","0","0","215",207.85243535410521,242.66338211765017,-94.690,29.480
Land,"0",0.0,"216","0","0","216",209.02643354293704,238.69010601738887,-95.600,28.739
Land,"0",0.0,"217","0","0","217",210.10967463224492,237.68846036409059,-96.594,28.307
Land,"0",0.0,"218","0","0","218",210.83497827857599,217.95378350706969,-97.140,27.830
Land,"0",0.0,"219","0","0","219",211.34029706219499,193.95187564038403,-97.370,27.380
Land,"0",0.0,"220","0","0","220",212.03037210489276,177.44310602838021,-97.380,26.690
Land,"0",0.0,"221","0","0","221",212.51300926147985,162.46104044275054,-97.330,26.210
Land,"0",0.0,"222","0","0","222",212.90291118394865,142.93349605900258,-97.140,25.870
Land,"0",0.0,"223","0","0","223",212.90515541933817,186.30007991461517,-97.139,25.868
Land,"0",0.0,"224","0","0","224",212.90891441203587,220.72501732109967,-97.142,25.866
Land,"0",0.0,"225","0","0","225",213.86427370865553,198.74955715344359,-97.528,24.992
Land,"0",0.0,"226","0","0","226",214.60504272321677,188.38677341006513,-97.703,24.272
Land,"0",0.0,"227","0","0","227",215.94663642660643,187.14341489644187,-97.776,22.933
Land,"0",0.0,"228","0","0","228",216.44445752881225,176.76559208961879,-97.872,22.444
Land,"0",0.0,"229","0","0","229",217.01694322473688,154.96126781471540,-97.699,21.899
Land,"0",0.0,"230","0","0","230",217.59475103456927,156.55706539803236,-97.389,21.411
Land,"0",0.0,"231","0","0","231",218.39562400185179,151.92216101831511,-97.189,20.635
Land,"0",0.0,"232","0","0","232",219.39309836248421,148.01584981712264,-96.526,19.891
Land,"0",0.0,"233","0","0","233",220.00943465837716,149.63857347219491,-96.292,19.320
Land,"0",0.0,"234","0","0","234",220.63831772655587,122.78210308161842,-95.901,18.828
Land,"0",0.0,"235","0","0","235",221.73288112117092,119.69394983257907,-94.839,18.563
Land,"0",0.0,"236","0","0","236",222.32096828428837,103.83632140867424,-94.426,18.144
Land,"0",0.0,"237","0","0","237",223.24159050518145,77.38658231080719,-93.549,18.424
Land,"0",0.0,"238","0","0","238",224.01076443163197,79.47528793477360,-92.786,18.525
Land,"0",0.0,"239","0","0","239",224.78083060866132,75.63214931723988,-92.037,18.705
Land,"0",0.0,"240","0","0","240",225.43314256112825,66.04502790020376,-91.408,18.876
Land,"0",0.0,"241","0","0","241",226.18886356182963,39.77017212496401,-90.772,19.284
Land,"0",0.0,"242","0","0","242",226.81902481525856,13.89758345119888,-90.534,19.867
Land,"0",0.0,"243","0","0","243",227.66304747128464,18.08517729333188,-90.451,20.708
Land,"0",0.0,"244","0","0","244",228.00268123844515,49.72843746308064,-90.279,21.000
Land,"0",0.0,"245","0","0","245",228.72883932181895,73.24482778278596,-89.601,21.262
Land,"0",0.0,"246","0","0","246",229.81142342741197,84.93781250310747,-88.544,21.494
Land,"0",0.0,"247","0","0","247",230.69760463790871,87.15480131365126,-87.658,21.459
Land,"0",0.0,"248","0","0","248",231.30998215015873,106.76769252690718,-87.052,21.544
Land,"0",0.0,"249","0","0","249",231.63013220520924,157.74969195652639,-86.812,21.331
Land,"0",0.0,"250","0","0","250",232.11288952181147,203.07016062110475,-86.846,20.850
Land,"0",0.0,"251","0","0","251",232.91423288415999,211.71763949381179,-87.383,20.255
Land,"0",0.0,"252","0","0","252",233.56797531135857,167.33963898911088,-87.621,19.646
Land,"0",0.0,"253","0","0","253",233.82141869544907,166.23373072024651,-87.437,19.472
Land,"0",0.0,"254","0","0","254",234.27899992536891,198.46118841190139,-87.586,19.040
Land,"0",0.0,"255","0","0","255",235.09851084058025,256.60312277350204,-87.837,18.260
Land,"0",0.0,"256","0","0","256",235.45928006680612,290.42896303127372,-88.091,18.517
Land,"0",0.0,"257","0","0","257",235.66934871969499,222.01935299390161,-88.300,18.500
Land,"0",0.0,"258","0","0","258",235.81624496074721,134.97758030683815,-88.296,18.353
Land,"0",0.0,"259","0","0","259",236.00581439830941,137.43838063488877,-88.107,18.349
Land,"0",0.0,"260","0","0","260",236.27829327386695,192.00727423026152,-88.123,18.077
Land,"0",0.0,"261","0","0","261",236.74002868446655,175.53470685818664,-88.285,17.644
Land,"0",0.0,"262","0","0","262",236.91778586234781,173.43221346976361,-88.198,17.490
Land,"0",0.0,"263","0","0","263",237.29058877659071,171.44863992367252,-88.303,17.132
Land,"0",0.0,"264","0","0","264",237.40517641040864,169.75129362523583,-88.240,17.036
Land,"0",0.0,"265","0","0","265",237.92349006940617,204.71366139622671,-88.355,16.531
Land,"0",0.0,"266","0","0","266",238.25364811279627,238.25982098887852,-88.552,16.266
Land,"0",0.0,"267","0","0","267",238.43702927325077,234.89525823732913,-88.732,16.234
Land,"0",0.0,"268","0","0","268",238.83609201457435,164.39819174935039,-88.931,15.887
Land,"0",0.0,"269","0","0","269",239.20888468620677,74.54613159077080,-88.605,15.706
Land,"0",0.0,"270","0","0","270",239.38111590456441,71.80764882249680,-88.518,15.856
Land,"0",0.0,"271","0","0","271",239.70108494419071,112.06059628377170,-88.225,15.728
Land,"0",0.0,"272","0","0","272",239.81204687503947,80.93197938584606,-88.121,15.689
Land,"0",0.0,"273","0","0","273",240.09310067420932,69.20224211747144,-87.902,15.865
Land,"0",0.0,"274","0","0","274",240.37965678076569,109.23621568241300,-87.616,15.879
Land,"0",0.0,"275","0","0","275",240.50316711637319,101.81229567298936,-87.523,15.797
Land,"0",0.0,"276","0","0","276",240.66611861604281,86.63095431791022,-87.368,15.847
Land,"0",0.0,"277","0","0","277",241.13927527228461,93.87460582333873,-86.903,15.757
Land,"0",0.0,"278","0","0","278",241.60229650004985,78.89342319538950,-86.441,15.783
Land,"0",0.0,"279","0","0","279",241.94249172747797,58.67761458163066,-86.119,15.893
Land,"0",0.0,"280","0","0","280",242.10468120282135,72.78222738190142,-86.002,16.005
Land,"0",0.0,"281","0","0","281",242.42747121682589,102.54917412118301,-85.683,15.954
Land,"0",0.0,"282","0","0","282",242.67626145217037,95.35048460017038,-85.444,15.886
Land,"0",0.0,"283","0","0","283",242.93892236632820,75.64299404103680,-85.182,15.909
Land,"0",0.0,"284","0","0","284",243.15564948300516,86.66393501160049,-84.984,15.996
Land,"0",0.0,"285","0","0","285",243.63294569270460,102.42449750473229,-84.527,15.857
Land,"0",0.0,"286","0","0","286",243.79324517403833,109.71405831591979,-84.368,15.835
Land,"0",0.0,"287","0","0","287",244.15108821550820,124.63513739687031,-84.063,15.648
Land,"0",0.0,"288","0","0","288",244.51688439278547,120.32850807948950,-83.774,15.424
Land,"0",0.0,"289","0","0","289",244.91142816782400,124.55112491584126,-83.410,15.271
Land,"0",0.0,"290","0","0","290",245.29204669569509,179.05303648950110,-83.147,14.996
Land,"0",0.0,"291","0","0","291",245.42093944905204,207.35695423036043,-83.233,14.900
Land,"0",0.0,"292","0","0","292",245.64988942263363,178.64027407147998,-83.284,14.677
Land,"0",0.0,"293","0","0","293",246.02981844017347,189.24309657394585,-83.182,14.311
Land,"0",0.0,"294","0","0","294",246.44102799703847,204.49889669329599,-83.412,13.970
Land,"0",0.0,"295","0","0","295",246.85749271247377,189.56860077498823,-83.520,13.568
Land,"0",0.0,"296","0","0","296",247.29929585857573,176.21793413409404,-83.552,13.127
Land,"0",0.0,"297","0","0","297",247.56258407030603,172.51598172795386,-83.498,12.869
Land,"0",0.0,"298","0","0","298",248.01348113735511,207.03444601890911,-83.473,12.419
Land,"0",0.0,"299","0","0","299",248.19509421651136,214.79775489173343,-83.626,12.321
Land,"0",0.0,"300","0","0","300",248.63298947646311,178.86999034420734,-83.720,11.893
Land,"0",0.0,"301","0","0","301",248.90582517241953,192.02760088890241,-83.651,11.629
Land,"0",0.0,"302","0","0","302",249.23333826255731,194.43921494639227,-83.855,11.373
Land,"0",0.0,"303","0","0","303",249.50751435989224,153.59669481984542,-83.809,11.103
Land,"0",0.0,"304","0","0","304",249.73215561023099,145.98394284046563,-83.656,10.939
Land,"0",0.0,"305","0","0","305",250.33168711126845,145.57796330073467,-83.402,10.396
Land,"0",0.0,"306","0","0","306",250.88970736525749,134.21130105131903,-83.016,9.993
Land,"0",0.0,"307","0","0","307",251.52420564986053,133.62278683789052,-82.546,9.566
Land,"0",0.0,"308","0","0","308",252.03183449766561,160.25073936918167,-82.187,9.208
Land,"0",0.0,"309","0","0","309",252.24461705881271,140.98594381873292,-82.208,8.996
Land,"0",0.0,"310","0","0","310",252.64613846132471,72.84391409046754,-81.809,8.951
